id,lot_frontage,lot_area,lot_shape,utilities,land_slope,neighborhood,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,misc_val,mo_sold,yr_sold,saleprice_log,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
705,60.0,6000,4,4,2,1,4,4,1953,1953,0.0,2,3,2,3,1,1,0.0,1,936.0,3,0,5,936,936,0.0,0.0,1,0,2,1,3,4,6,0,1974.0,1,2.0,576.0,3,3,3,0,32,0,2,2009,11.440354772135393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1744,68.87899941826643,3621,4,4,3,3,8,5,2003,2003,72.0,4,3,4,3,4,6,1084.0,1,1406.0,5,1,5,1589,1589,1.0,0.0,2,0,2,1,4,7,8,1,2003.0,3,3.0,630.0,3,3,3,143,20,0,11,2007,12.330500223905224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
357,59.0,7837,3,4,3,3,6,7,1993,1994,0.0,4,3,4,3,1,1,0.0,1,799.0,4,1,5,799,1571,0.0,0.0,2,1,3,1,3,7,8,1,1993.0,2,2.0,380.0,3,3,3,0,40,0,5,2009,12.089538829274224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2133,72.0,10665,3,4,3,3,7,5,2003,2003,167.0,4,3,4,3,3,6,1013.0,1,1453.0,5,1,5,1479,1479,1.0,0.0,2,0,3,1,4,7,8,0,2003.0,2,2.0,558.0,3,3,3,144,29,0,6,2007,12.328290278254425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
989,70.0,10457,3,4,2,2,5,7,1969,1969,178.0,4,5,3,3,4,4,496.0,2,784.0,5,1,5,784,1632,0.0,0.0,1,1,4,1,3,7,8,1,1969.0,2,2.0,898.0,3,3,3,0,173,0,4,2009,12.061046873479915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
562,60.0,8281,3,4,3,2,5,5,1965,1965,0.0,3,3,3,3,1,3,553.0,4,864.0,4,1,5,864,864,0.0,0.0,1,0,3,1,3,5,8,1,1965.0,1,1.0,360.0,3,3,3,0,0,0,12,2009,11.04104808134268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1054,67.0,14948,3,4,3,4,9,5,2008,2008,268.0,5,3,5,3,3,6,1330.0,1,1452.0,5,1,5,1476,2713,1.0,0.0,2,1,3,1,5,11,8,1,2008.0,3,3.0,858.0,3,3,3,126,66,0,11,2008,13.008659261632127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2850,43.0,7000,4,4,3,1,7,8,1926,1997,0.0,3,3,3,3,1,5,424.0,1,624.0,5,1,5,743,1479,1.0,0.0,1,0,3,1,4,6,8,2,1926.0,1,1.0,312.0,3,3,3,530,0,0,5,2006,11.982929094215965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1082,68.87899941826643,3940,4,4,3,3,7,5,2004,2004,24.0,4,3,4,3,1,6,1087.0,1,1393.0,5,1,5,1576,1576,1.0,0.0,2,0,2,1,4,7,8,1,2004.0,2,3.0,668.0,3,3,3,143,20,0,5,2008,12.301337369755954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1440,93.0,9382,3,4,3,3,7,5,1999,2000,125.0,4,3,4,3,1,1,0.0,1,1468.0,5,1,5,1479,1479,0.0,0.0,2,0,3,1,4,6,8,0,1999.0,2,2.0,577.0,3,3,3,120,25,0,7,2008,12.160028707028768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2006,55.0,6854,4,4,2,1,5,7,1925,1994,0.0,3,4,3,3,1,2,317.0,3,756.0,3,0,4,916,1060,1.0,0.0,1,0,1,1,3,6,5,1,1969.0,1,1.0,308.0,2,3,3,0,65,0,8,2007,11.824079893607152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2082,68.87899941826643,11515,3,4,3,1,4,5,1958,1994,0.0,3,3,0,0,0,0,0.0,0,0.0,3,0,5,943,943,0.0,0.0,1,0,3,1,4,5,6,0,1958.0,1,1.0,308.0,3,3,1,0,0,0,8,2007,11.289781913656018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2344,68.87899941826643,13837,3,4,3,3,7,5,1988,1988,178.0,4,4,4,4,1,6,1002.0,2,1204.0,4,1,5,1377,2183,0.0,0.0,2,1,4,1,4,9,8,0,1988.0,1,3.0,786.0,3,3,3,0,0,0,2,2006,12.341477282536376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
248,80.0,9938,4,4,3,2,7,5,1993,1994,246.0,4,3,4,3,1,6,750.0,1,1050.0,5,1,5,1062,1949,1.0,0.0,2,1,3,1,4,8,8,1,1993.0,3,2.0,574.0,3,3,3,156,90,0,6,2010,12.371587084007745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2276,85.0,12633,3,4,3,4,10,5,2006,2007,242.0,5,3,5,3,4,1,0.0,1,1824.0,5,1,5,1824,1824,0.0,0.0,2,0,3,1,5,8,8,1,2006.0,3,3.0,932.0,3,3,3,160,36,0,9,2007,12.8790171187726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
755,57.0,6876,4,4,3,1,6,5,1927,1950,0.0,3,3,3,2,1,4,522.0,1,720.0,2,1,5,1146,1930,1.0,0.0,2,0,4,1,3,8,8,0,1927.0,1,1.0,316.0,3,3,3,0,0,0,8,2009,11.911701584927595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1178,36.0,3951,3,4,3,4,10,5,1998,1999,0.0,5,3,4,3,2,4,128.0,6,970.0,5,1,5,1469,2393,1.0,0.0,2,1,2,1,5,7,8,1,1998.0,3,2.0,846.0,3,3,3,0,90,0,2,2008,12.751299696013493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2636,62.0,9856,4,4,3,1,5,8,1900,2005,0.0,4,4,2,3,1,1,0.0,1,716.0,5,1,4,1007,2014,0.0,0.0,2,0,5,1,3,8,8,0,1900.0,1,2.0,624.0,3,3,3,0,72,0,6,2006,12.037653993905213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2077,84.0,17808,4,4,3,1,4,5,1946,1950,0.0,3,3,3,3,1,1,0.0,1,484.0,3,0,5,1242,1242,0.0,0.0,1,0,2,1,3,4,5,0,1946.0,1,1.0,336.0,3,3,1,0,0,0,7,2007,11.607326140391713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2930,74.0,9627,4,4,2,2,7,5,1993,1994,94.0,3,3,4,3,3,2,758.0,1,996.0,5,1,5,996,2000,0.0,0.0,2,1,3,1,3,9,8,1,1993.0,3,3.0,650.0,3,3,3,190,48,0,11,2006,12.144197241812089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
737,50.0,6000,4,4,3,1,6,6,1939,1950,0.0,3,2,3,3,1,1,0.0,1,780.0,5,1,3,825,1412,0.0,0.0,1,0,4,1,3,6,8,1,1939.0,1,1.0,280.0,3,3,3,45,0,0,5,2009,11.794337924408412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
837,65.0,9757,4,4,2,3,5,7,1994,1994,0.0,3,4,3,3,1,5,755.0,1,990.0,5,1,5,990,990,1.0,0.0,1,0,3,1,3,5,8,0,1995.0,2,1.0,440.0,3,3,3,66,0,0,10,2009,11.870599909242046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2086,58.0,9280,4,4,3,1,5,6,1951,1951,0.0,3,3,2,3,1,5,557.0,1,1342.0,5,1,5,1342,1342,1.0,0.0,1,0,4,1,3,7,8,0,1951.0,1,1.0,256.0,3,3,3,0,0,0,4,2007,11.736069016284436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2385,120.0,14780,3,4,2,4,9,5,2005,2005,568.0,5,3,5,3,4,6,1505.0,1,1868.0,5,1,5,1868,1868,1.0,0.0,2,0,2,1,5,7,8,1,2005.0,3,3.0,1085.0,3,3,3,354,56,0,6,2006,12.936033799212835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
189,60.0,7740,4,4,3,1,4,7,1910,1950,0.0,3,3,2,3,1,1,0.0,1,622.0,4,1,5,741,1363,0.0,0.0,1,0,3,1,3,6,8,0,1966.0,1,2.0,528.0,3,3,3,0,0,0,6,2010,11.740061037553975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
635,80.0,9600,4,4,3,2,6,6,1958,1988,183.0,3,3,3,3,1,3,620.0,2,1240.0,4,1,5,1632,1632,1.0,0.0,2,0,3,1,3,6,7,1,1958.0,2,1.0,338.0,3,3,3,289,0,0,4,2009,11.842229212112827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
432,97.0,13478,3,4,3,4,10,5,2008,2008,420.0,5,3,5,3,4,6,1338.0,1,1722.0,5,1,5,1728,2296,1.0,0.0,2,1,3,1,5,10,8,1,2008.0,2,3.0,842.0,3,3,3,382,274,0,6,2009,13.021326833226555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
900,65.0,10926,4,4,3,1,5,5,1959,1959,74.0,3,3,3,3,1,1,0.0,1,1678.0,3,1,5,1678,1678,0.0,0.0,2,0,6,2,3,10,8,0,0.0,0,0.0,0.0,0,0,3,0,0,0,8,2009,11.694413341015606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
966,68.87899941826643,6853,3,4,3,4,8,5,2001,2002,136.0,4,3,5,3,1,6,1005.0,1,1267.0,5,1,5,1296,1296,1.0,0.0,2,0,2,1,4,6,8,0,2001.0,3,2.0,471.0,3,3,3,192,25,0,6,2009,12.3013828253345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1612,85.0,10667,4,4,3,2,6,6,1971,1971,302.0,3,3,3,3,1,4,838.0,1,1587.0,3,1,5,1587,1587,0.0,0.0,2,0,3,1,3,7,8,1,1971.0,1,2.0,525.0,3,3,3,0,44,0,3,2007,12.027543886974914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
904,45.0,8212,4,4,3,1,5,6,1941,1950,0.0,3,3,3,3,1,3,626.0,1,720.0,5,1,5,854,1298,0.0,0.0,1,0,3,1,3,6,8,2,1940.0,1,1.0,256.0,3,3,3,84,0,0,9,2009,11.711776323715393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2487,70.0,9100,4,4,3,2,5,5,1963,1963,336.0,3,3,3,3,1,3,1332.0,1,1728.0,3,1,5,1728,1728,1.0,0.0,2,0,6,2,3,10,8,0,1963.0,1,2.0,504.0,3,3,3,0,0,0,11,2006,11.736069016284436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1304,50.0,6000,4,4,3,1,5,6,1957,1957,0.0,3,3,3,3,1,3,308.0,1,928.0,4,1,4,928,928,0.0,0.0,1,0,3,1,3,5,8,0,1957.0,3,1.0,288.0,3,3,3,0,0,0,6,2008,11.630708500626614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2112,78.0,9316,4,4,3,3,7,5,2005,2006,0.0,4,3,4,3,4,1,0.0,1,879.0,5,1,5,879,1795,0.0,0.0,2,1,3,1,4,7,8,0,2005.0,2,2.0,578.0,3,3,3,164,111,0,10,2007,12.160028707028768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1244,75.0,9464,4,4,3,2,6,7,1958,1958,135.0,3,4,3,3,1,4,570.0,1,1080.0,4,1,5,1080,1080,0.0,0.0,1,0,3,1,3,5,8,0,1958.0,1,1.0,288.0,3,3,3,0,0,0,6,2008,11.820410164718187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
843,80.0,10400,4,4,3,3,7,5,1998,1998,0.0,3,3,4,3,3,1,0.0,1,866.0,5,1,5,866,1779,0.0,0.0,2,1,3,1,4,6,8,0,1998.0,2,2.0,546.0,3,3,3,198,36,0,3,2009,12.195517131590655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2689,59.0,5310,4,4,3,1,6,8,1910,2003,0.0,3,4,3,2,1,1,0.0,1,485.0,4,1,5,1001,1635,0.0,0.0,1,0,2,1,4,5,8,0,1950.0,1,1.0,255.0,2,3,3,394,0,0,6,2006,11.669929213779893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2753,64.0,7406,4,4,3,3,7,5,2006,2006,84.0,4,3,4,3,3,6,684.0,1,1199.0,5,1,5,1220,1220,1.0,0.0,2,0,2,1,4,6,8,0,2006.0,2,2.0,632.0,3,3,3,105,54,0,7,2006,12.175613438045467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
