id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,misc_val,mo_sold,yr_sold,sale_type,saleprice_log
1002,120,RL,41.0,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,1337.0,GasA,Gd,Y,SBrkr,1337,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96,0,0,10,2008,WD ,12.100712129872347
1848,160,FV,68.87899941826643,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,551.0,GasA,Ex,Y,SBrkr,551,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2004.0,Unf,2.0,480.0,TA,TA,Y,0,60,0,3,2007,WD ,11.910358401381128
1455,60,RL,75.0,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,1128.0,GasA,Ex,Y,SBrkr,1128,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,211,0,3,2008,WD ,12.375815420117268
908,30,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,290.0,GasA,TA,N,FuseF,438,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0,0,0,1,2009,WD ,11.002099841204238
1490,85,RL,64.0,12102,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,456.0,GasA,Ex,Y,SBrkr,1033,1033,0.0,1.0,1,0,3,1,TA,6,Typ,0,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,4,2008,WD ,12.013700752882718
1465,60,RL,41.0,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1129.0,GasA,Ex,Y,SBrkr,1129,2327,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,57,0,8,2008,WD ,12.388394202324129
1627,20,RL,68.87899941826643,9556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1168.0,GasA,Gd,Y,SBrkr,1187,1187,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2.0,420.0,TA,TA,Y,0,21,0,8,2007,WD ,11.982929094215963
2849,190,RH,58.0,6430,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,Unf,780.0,GasA,TA,N,FuseF,816,1340,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1945.0,Unf,1.0,440.0,TA,TA,Y,0,0,0,7,2006,WD ,11.759785542901755
1501,90,RL,65.0,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,GasA,TA,N,FuseP,1152,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,0,6,2008,WD ,11.314474526246391
626,20,RL,80.0,14695,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,1562.0,GasA,Gd,Y,SBrkr,1567,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Attchd,1966.0,Unf,2.0,542.0,TA,TA,Y,0,110,0,7,2009,WD ,12.4529327234617
722,70,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,650.0,GasA,Ex,Y,SBrkr,832,1482,0.0,1.0,1,0,3,1,TA,7,Typ,0,Detchd,1930.0,Unf,2.0,324.0,TA,TA,Y,0,0,0,7,2009,WD ,11.870599909242044
2260,20,RL,67.0,8368,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1689.0,GasA,Ex,Y,SBrkr,1689,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2.0,433.0,TA,TA,Y,100,39,0,4,2007,New,12.353254815881487
1639,190,RL,195.0,41600,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,1100.0,GasW,TA,Y,SBrkr,1424,1424,1.0,0.0,1,1,3,1,TA,7,Mod,0,2Types,1969.0,Unf,3.0,828.0,TA,TA,N,144,0,0,11,2007,WD ,11.951180395901384
1603,20,RL,59.0,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,816.0,GasA,Ex,Y,SBrkr,816,816,0.0,1.0,1,0,2,1,TA,4,Typ,0,Attchd,1983.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,4,2008,WD ,11.763684183317412
1520,30,RL,60.0,7290,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1228.0,GasA,Ex,Y,SBrkr,1424,1424,0.0,0.0,2,0,2,1,TA,7,Typ,1,Attchd,1921.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,4,2008,WD ,12.031719258385396
1665,60,RL,68.87899941826643,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,725.0,GasA,Gd,Y,SBrkr,725,1479,1.0,0.0,1,1,4,1,Gd,7,Typ,0,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0,32,0,6,2007,WD ,12.122691036591123
2635,190,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,1025.0,GasA,TA,Y,SBrkr,1025,1025,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,Y,96,80,0,3,2006,WD ,11.728036844587175
581,20,RL,68.87899941826643,11717,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1442.0,GasA,TA,Y,SBrkr,1442,1442,0.0,0.0,2,0,2,1,TA,6,Typ,1,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,2,2009,WD ,12.128111104060462
2435,60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1406.0,GasA,Ex,Y,SBrkr,1454,1936,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2000.0,RFn,2.0,504.0,TA,TA,Y,188,124,0,11,2006,WD ,12.348006141418841
2799,60,RL,90.0,11250,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,1054.0,GasA,Ex,Y,SBrkr,1070,1939,0.0,1.0,2,1,3,1,Gd,8,Typ,1,Attchd,1998.0,RFn,3.0,555.0,TA,TA,Y,128,84,0,5,2006,WD ,12.332705296463539
883,60,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,738.0,GasA,Ex,Y,SBrkr,738,1476,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,2,2009,WD ,12.063932878369052
2537,85,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,833.0,GasA,Gd,Y,SBrkr,898,898,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1968.0,RFn,1.0,326.0,TA,TA,Y,143,0,0,8,2006,WD ,11.84939770159144
1120,20,RL,87.0,10037,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,666.0,Unf,1460.0,GasA,Ex,Y,SBrkr,1460,1460,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2006.0,Fin,2.0,480.0,TA,TA,Y,0,20,0,8,2008,WD ,12.417143615610113
774,85,RL,68.87899941826643,8014,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,456.0,Unf,456.0,GasA,TA,Y,SBrkr,1034,1034,0.0,1.0,1,0,3,1,TA,5,Typ,1,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,0,0,0,6,2009,WD ,11.917723684090689
1447,20,RL,68.87899941826643,12250,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,864.0,GasA,Ex,Y,SBrkr,1174,1174,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1978.0,Unf,2.0,528.0,TA,TA,Y,211,0,0,5,2008,WD ,11.970350312009105
104,160,FV,68.87899941826643,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,530.0,GasA,Ex,Y,SBrkr,530,1080,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,6,2010,WD ,11.898935885244258
2694,50,RM,50.0,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,780.0,GasA,TA,Y,SBrkr,780,1376,0.0,0.0,2,0,3,1,TA,7,Typ,1,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,0,0,0,6,2006,WD ,11.691071650353702
920,50,RL,60.0,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,840.0,GasA,Ex,Y,SBrkr,840,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,21,0,2,2009,WD ,12.230765258120545
1951,70,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,736.0,GasA,Ex,Y,SBrkr,751,1534,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,112,0,7,2007,WD ,11.904967552746252
9,120,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,1595.0,GasA,Ex,Y,SBrkr,1616,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1995.0,RFn,2.0,608.0,TA,TA,Y,237,152,0,3,2010,WD ,12.373703486914124
2848,50,RL,60.0,10890,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,1058.0,GasA,TA,Y,SBrkr,1058,1551,1.0,0.0,2,0,3,1,Fa,6,Typ,0,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,7,2006,WD ,11.827736204810263
614,20,RL,68.0,9768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,960.0,GasA,Gd,Y,SBrkr,960,960,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1955.0,RFn,1.0,330.0,TA,TA,Y,0,70,0,2,2009,WD ,11.711776323715394
1736,20,RL,73.0,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1302.0,GasA,Ex,Y,SBrkr,1302,1302,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,Fin,2.0,436.0,TA,TA,Y,0,22,0,8,2007,New,12.080991165908294
2686,30,RL,50.0,11672,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,Y,FuseA,816,816,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1925.0,Unf,1.0,210.0,Fa,Fa,N,168,0,0,7,2006,WD ,11.59910316121128
2257,120,RM,68.87899941826643,9763,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,1502.0,GasA,Ex,Y,SBrkr,1502,1502,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Attchd,1998.0,Fin,1.0,286.0,TA,TA,Y,0,0,0,9,2007,WD ,12.706847933442663
1284,20,RM,56.0,9836,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,192.0,GasA,Gd,N,SBrkr,1133,1133,1.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,2008.0,Unf,1.0,308.0,TA,TA,Y,0,175,0,12,2008,WD ,11.870599909242044
1765,60,RL,89.0,10557,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,1408.0,GasA,Ex,Y,SBrkr,1671,3078,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1998.0,Fin,3.0,806.0,TA,TA,Y,108,87,0,7,2007,WD ,12.92391243868049
1811,60,RL,70.0,8462,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,928.0,GasA,Ex,Y,SBrkr,936,1721,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Attchd,1994.0,RFn,2.0,471.0,TA,TA,Y,300,87,0,7,2007,WD ,12.211060187041213
2603,50,RL,60.0,10818,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,1077.0,GasA,TA,Y,FuseA,981,1760,0.0,0.0,1,1,4,1,TA,7,Typ,1,Detchd,1935.0,Unf,2.0,648.0,Fa,TA,Y,120,0,0,2,2006,COD,11.289781913656018
2220,70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,1028.0,GasA,Ex,Y,SBrkr,1436,2320,1.0,0.0,2,1,3,1,Gd,9,Typ,1,Detchd,1945.0,Unf,1.0,180.0,TA,TA,Y,224,0,0,7,2007,WD ,12.46651198158808
2273,60,RL,68.87899941826643,11800,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,1122.0,GasA,Ex,Y,SBrkr,1146,2486,1.0,0.0,3,1,5,1,Gd,10,Typ,1,BuiltIn,2003.0,Fin,2.0,452.0,TA,TA,Y,143,32,0,7,2007,WD ,12.542187675503545
163,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,1246.0,GasA,Ex,Y,SBrkr,1246,1246,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,5,2010,WD ,11.944707881395766
2116,50,RL,68.87899941826643,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,1444.0,GasA,Gd,Y,SBrkr,1444,2144,0.0,1.0,2,0,4,1,Gd,7,Typ,2,Attchd,1958.0,Fin,2.0,389.0,TA,TA,Y,0,98,500,6,2007,WD ,12.531772785169476
2734,50,RL,62.0,6488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,799.0,GasA,Ex,N,FuseA,799,1150,0.0,0.0,1,0,3,1,TA,6,Mod,2,BuiltIn,1942.0,Unf,1.0,215.0,TA,TA,Y,264,0,0,3,2006,WD ,11.759785542901755
426,20,RL,110.0,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1566.0,GasA,Ex,Y,SBrkr,1600,1600,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,890.0,TA,TA,Y,0,56,0,7,2009,WD ,12.454103912352162
2216,50,RL,110.0,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,930.0,GasA,Ex,Y,SBrkr,1230,1755,0.0,0.0,2,0,4,1,Gd,7,Typ,1,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,11,2007,WD ,12.144197241812087
2900,20,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,1800.0,GasA,Ex,Y,SBrkr,1800,1800,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3.0,765.0,TA,TA,Y,270,78,0,5,2006,WD ,12.652359748158593
97,160,FV,30.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,GasA,Ex,Y,SBrkr,600,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,6,2010,WD ,11.925035115797062
1680,160,RM,24.0,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,765.0,GasA,Ex,Y,SBrkr,765,1365,1.0,0.0,1,1,2,1,TA,6,Min1,0,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,240,36,0,8,2007,WD ,11.715866308966918
1133,60,RL,68.0,10110,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,835.0,GasA,Ex,Y,SBrkr,835,1696,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,542.0,TA,TA,Y,143,66,0,7,2008,WD ,12.144197241812087
2761,60,RL,91.0,10984,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,945.0,GasA,Ex,Y,SBrkr,945,1809,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,2005.0,RFn,2.0,638.0,TA,TA,Y,144,54,0,5,2006,New,12.253433216890011
1642,20,RL,85.0,14082,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,1558.0,Unf,2220.0,GasA,Ex,Y,SBrkr,2234,2234,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Attchd,2006.0,RFn,2.0,724.0,TA,TA,Y,390,80,0,1,2007,WD ,12.998904514672732
1141,60,RL,50.0,8480,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,886.0,GasA,Ex,Y,SBrkr,886,1680,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,10,2008,WD ,12.0015054797889
2118,60,RL,68.87899941826643,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,832.0,GasA,Gd,Y,SBrkr,976,2087,0.0,0.0,2,1,5,1,Gd,9,Typ,0,Attchd,1966.0,Fin,2.0,444.0,TA,TA,Y,133,168,0,7,2007,WD ,12.141534124392603
870,20,RL,90.0,15750,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,1462.0,GasA,Ex,Y,SBrkr,1513,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,6,2009,WD ,12.301382825334498
